Method,Parameter_Name,Parameter_Type,Parent,Children,Same_As_Parent,Description,Reference_of_documentation,Used_For,Used_By?,Informal_Propositions,Rules_Name,Rules_Description,Calling_Parameters,Calling_Param_Types,Supertypes,Called_from_x_as,Called_element_from_x
IfcRelAssignsToGroupByFactor,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatedObjectsType, RelatingGroup, Factor]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition S[1:?], IfcObjectTypeEnum ? FIX, IfcGroup, IfcRatioMeasure FIX]",IfcRelAssignsToGroup,NULL,FALSE,"The objectified relationship IfcRelAssignsToGroupByFactor is a specialization of the general grouping mechanism. It allows to add a factor to define the ratio that applies to the assignment of object definitions (individual object occurrences as subtypes of IfcObject and object types as subtypes of IfcTypeObject) to a group (subtypes of IfcGroup).",5.1.3.26,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssigns, IfcRelAssignsToGroup]","[]","[]"
IfcRelAssignsToProcess,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatedObjectsType, RelatingProcess, QuantityInProcess]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition S[1:?], IfcObjectTypeEnum ? FIX, IfcProcessSelect FIX, IfcMeasureWithUnit ?]",IfcRelAssigns,NULL,FALSE,"The objectified relationship IfcRelAssignsToProcess handles the assignment of one or many objects to a process or activity. An object can be a product that is the item the process operates on. Processes and activities can operate on things other than products, and can operate in ways other than input and output.",5.1.3.27,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssigns]","[OperatesOn]","[RelatingProcess ?]"
IfcRelAssignsToProduct,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatedObjectsType, RelatingProduct]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition S[1:?], IfcObjectTypeEnum ? FIX, IfcProductSelect FIX]",IfcRelAssigns,NULL,FALSE,"The objectified relationship IfcRelAssignsToProduct handles the assignment of objects (subtypes of IfcObject) to a product (subtypes of IfcProduct). The Name attribute should be used to classify the usage of the IfcRelAssignsToProduct objectified relationship.",5.1.3.28,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssigns]","[ReferencedBy]","[RelatingProduct ?]"
IfcRelAssignsToResource,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatedObjectsType, RelatingResource]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition S[1:?], IfcObjectTypeEnum ? FIX, IfcResourceSelect FIX]",IfcRelAssigns,NULL,FALSE,"The objectified relationship IfcRelAssignsToResource handles the assignment of objects (as subtypes of IfcObject), acting as a resource usage or consumption, to a resource (as subtypes of IfcResource).",5.1.3.29,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssigns]","[ResourceOf]","[RelatingResource ?]"
IfcRelAssociates,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcDefinitionSelect S[1:?] FIX]",IfcRelationship,"[IfcRelAssociatesApproval, IfcRelAssociatesClassification, IfcRelAssociatesConstraint, IfcRelAssociatesDocument, IfcRelAssociatesLibrary, IfcRelAssociatesMaterial]",FALSE,"The association relationship IfcRelAssociates refers to sources of information (most notably a classification, library, document, approval, contraint, or material). The information associated may reside internally or externally of the project data. There is no dependency implied by the association.",5.1.3.30,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship]","[HasAssociations]","[RelatedObjects ?]"
IfcRelAssociatesClassification,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingClassification]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcDefinitionSelect S[1:?] FIX, IfcClassificationSelect FIX]",IfcRelAssociates,NULL,FALSE,"The objectified relationship IfcRelAssociatesClassification handles the assignment of a classification item (items of the select IfcClassificationSelect) to objects occurrences (subtypes of IfcObject) or object types (subtypes of IfcTypeObject).",5.1.3.31,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssociates]","[ClassificationForObjects, ClassificationRefForObjects]","[RelatingClassification ?, RelatingClassification ?]"
IfcRelAssociatesDocument,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingDocument]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcDefinitionSelect S[1:?] FIX, IfcDocumentSelect FIX]",IfcRelAssociates,NULL,FALSE,"The objectified relationship (IfcRelAssociatesDocument) handles the assignment of a document information (items of the select IfcDocumentSelect) to objects occurrences (subtypes of IfcObject) or object types (subtypes of IfcTypeObject).",5.1.3.32,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssociates]","[DocumentInfoForObjects, DocumentRefForObjects]","[RelatingDocument ?, RelatingDocument ?]"
IfcRelAssociatesLibrary,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingLibrary]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcDefinitionSelect S[1:?] FIX, IfcLibrarySelect FIX]",IfcRelAssociates,NULL,FALSE,"The objectified relationship (IfcRelAssociatesLibrary) handles the assignment of a library item (items of the select IfcLibrarySelect) to subtypes of IfcObjectDefinition or IfcPropertyDefinition.",5.1.3.33,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelAssociates]","[LibraryInfoForObjects, LibraryRefForObjects]","[RelatingLibrary ?, RelatingLibrary ?]"
IfcRelationship,"[GlobalId, OwnerHistory, Name, Description]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX]",IfcRoot,"[IfcRelAssigns, IfcRelAssociates, IfcRelConnects, IfcRelDeclares, IfcRelDecomposes, IfcRelDefines]",TRUE,"IfcRelationship is the abstract generalization of all objectified relationships in IFC. Objectified relationships are the preferred way to handle relationships among objects. This allows to keep relationship specific properties directly at the relationship and opens the possibility to later handle relationship specific behavior.",5.1.3.34,"","",NULL,"[]","[]","[]","[]","[IfcRoot]","[]","[]"
IfcRelConnects,"[GlobalId, OwnerHistory, Name, Description]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX]",IfcRelationship,"[IfcRelConnectsElements, IfcRelConnectsPorts, IfcRelConnectsPortToElement, IfcRelConnectsStructuralActivity, IfcRelConnectsStructuralMember, IfcRelContainedInSpatialStructure, IfcRelCoversBldgElements, IfcRelCoversSpaces, IfcRelFillsElement, IfcRelFlowControlElements, IfcRelInterferesElements, IfcRelReferencedInSpatialStructure, IfcRelSequence, IfcRelServiceBuildings, IfcRelSpaceBoundary]",TRUE,"IfcRelConnects is a connectivity relationship that connects objects under some criteria. As a general connectivity it does not imply constraints, however subtypes of the relationship define the applicable object types for the connectivity relationship and the semantics of the particular connectivity.",5.1.3.35,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship]","[]","[]"
IfcRelDeclares,"[GlobalId, OwnerHistory, Name, Description, RelatingContext, RelatedDefinitions]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcContext, IfcDefinitionSelect S[1:?] FIX]",IfcRelationship,NULL,FALSE,"The objectified relationship IfcRelDeclares handles the declaration of objects (subtypes of IfcObject) or properties (subtypes of IfcPropertyDefinition) to a project or project library (represented by IfcProject, or IfcProjectLibrary).",5.1.3.36,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship]","[HasContext, Declares]","[RelatedDefinitions 1, RelatingContext ?]"
IfcRelDecomposes,"[GlobalId, OwnerHistory, Name, Description]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX]",IfcRelationship,"[IfcRelAggregates, IfcRelNests, IfcRelProjectsElement, IfcRelVoidsElement]",TRUE,"The decomposition relationship, IfcRelDecomposes, defines the general concept of elements being composed or decomposed. The decomposition relationship denotes a whole/part hierarchy with the ability to navigate from the whole (the composition) to the parts and vice versa.",5.1.3.37,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship]","[]","[]"
IfcRelDefines,"[GlobalId, OwnerHistory, Name, Description]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX]",IfcRelationship,"[IfcRelDefinesByObject, IfcRelDefinesByProperties, IfcRelDefinesByTemplate, IfcRelDefinesByType]",TRUE,"A generic and abstract relationship which subtypes are used to:\n -assign a object type to an object occurrence\n -assign a property set to an object instance\ -assign a property set template to a property set",5.1.3.38,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship]","[]","[]"
IfcRelDefinesByObject,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingObject]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObject S[1:?], IfcObject]",IfcRelDefines,NULL,FALSE,"The objectified relationship IfcRelDefinesByObject defines the relationship between an object taking part in an object type decomposition and an object occurrences taking part in an occurrence decomposition of that type. The IfcRelDefinesByObject is a 1-to-N relationship, as it allows for the assignment of one declaring object information to a single or to many reflected objects. Those objects then share the same object property sets and, for subtypes of IfcProduct, the eventually assigned representation maps.",5.1.3.39,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelDefines]","[IsDeclaredBy, Declares]","[RelatedObjects 1, RelatingObject ?]"
IfcRelDefinesByProperties,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingPropertyDefinition]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition S[1:?], IfcPropertySetDefinitionSelect FIX]",IfcRelDefines,NULL,FALSE,"The objectified relationship IfcRelDefinesByProperties defines the relationships between property set definitions and objects. Properties are aggregated in property sets. Property sets can be either directly assigned to occurrence objects using this relationship, or assigned to an object type and assigned via that type to occurrence objects. The assignment of an IfcPropertySet to an IfcTypeObject is not handled via this objectified relationship, but through the direct relationship HasPropertySets at IfcTypeObject.",5.1.3.40,"","",NULL,"[NoRelatedTypeObject]","[There shall be no related object being of type IfcTypeObject.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelDefines]","[IsDefinedBy, DefinesOccurrence]","[RelatedObjects ?, RelatingPropertyDefinition ?]"
IfcRelDefinesByTemplate,"[GlobalId, OwnerHistory, Name, Description, RelatedPropertySets, RelatingTemplate]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcPropertySetDefinition S[1:?], IfcPropertySetTemplate]",IfcRelDefines,NULL,FALSE,"he objectified relationship IfcRelDefinesByTemplate defines the relationships between property set template and property sets. Common information about property sets, e.g. the applicable name, description, contained properties, is defined by the property set template and assigned to all property sets.",5.1.3.41,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelDefines]","[IsDefinedBy, Defines]","[RelatedPropertySets ?, RelatingTemplate ?]"
IfcRelDefinesByType,"[GlobalId, OwnerHistory, Name, Description, RelatedObjects, RelatingType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObject S[1:?], IfcTypeObject]",IfcRelDefines,NULL,FALSE,"The objectified relationship IfcRelDefinesByType defines the relationship between an object type and object occurrences. The IfcRelDefinesByType is a 1-to-N relationship, as it allows for the assignment of one type information to a single or to many objects. Those objects then share the same object type, and the property sets and properties assigned to the object type.",5.1.3.42,"","",NULL,"[]","[]","[]","[]","[IfcRoot, IfcRelationship, IfcRelDefines]","[IsTypedBy, Types]","[RelatedObjects 1, RelatingType 1]"
IfcRelNests,"[GlobalId, OwnerHistory, Name, Description, RelatingObject, RelatedObjects]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcObjectDefinition, IfcObjectDefinition L[1:?]]",IfcRelDecomposes,NULL,FALSE,"The nesting relationship IfcRelNests is a special type of the general composition/decomposition (or whole/part) relationship IfcRelDecomposes. The nesting relationship can be applied to all non physical subtypes of object and object types, namely processes, controls (like cost items), and resources. It can also be applied to physical subtypes of object and object types, namely elements having ports. The nesting implies an order among the nested parts.",5.1.3.43,"","",NULL,"[NoSelfReference]","[The instance to with the relation points shall not be contained in the set of RelatedObjects.]","[]","[]","[IfcRoot, IfcRelationship, IfcRelDecomposes]","[Nests, IsNestedBy]","[RelatedObjects 1, RelatingObject ?]"
IfcResource,"[GlobalId, OwnerHistory, Name, Description, ObjectType, Identification, LongDescription]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcIdentifier ? FIX, IfcText ? FIX]",IfcObject,"[IfcConstructionResource]",FALSE,"IfcResource contains the information needed to represent the costs, schedule, and other impacts from the use of a thing in a process. It is not intended to use IfcResource to model the general properties of the things themselves, while an optional linkage from IfcResource to the things to be used can be specified.",5.1.3.44,"","",NULL,"[]","[]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ResourceOf]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToResource @RelatingResource S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcObject]","[]","[]"
IfcRoot,"[GlobalId, OwnerHistory, Name, Description]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX]",NULL,"[IfcObjectDefinition, IfcPropertyDefinition, IfcRelationship]",FALSE,"IfcRoot is the most abstract and root class for all entity definitions that roots in the kernel or in subsequent layers of the IFC specification. It is therefore the common supertype of all IFC entities, beside those defined in an IFC resource schema. All entities that are subtypes of IfcRoot can be used independently, whereas resource schema entities, that are not subtypes of IfcRoot, are not supposed to be independent entities.",5.1.3.45,"","",NULL,"[]","[]","[]","[]","[]","[]","[]"
IfcSimplePropertyTemplate,"[GlobalId, OwnerHistory, Name, Description, TemplateType, PrimaryMeasureType, SecondaryMeasureType, Enumerators, PrimaryUnit, SecondaryUnit, Expression, AccessState]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcSimplePropertyTemplateTypeEnum ? FIX, IfcLabel ? FIX, IfcLabel ? FIX, IfcPropertyEnumeration ?, IfcUnit ? FIX, IfcUnit ? FIX, IfcLabel ? FIX, IfcStateEnum ? FIX]",IfcPropertyTemplate,NULL,FALSE,"The IfcSimplePropertyTemplate defines the template for all dynamically extensible properties, either the subtypes of IfcSimpleProperty, or the subtypes of IfcPhysicalSimpleQuantity. The individual property templates are interpreted according to their Name attribute and may have a predefined template type, property units, and property measure types.",5.1.3.46,"","",NULL,"[]","[]","[HasContext, HasAssociations, PartOfComplexTemplate, PartOfPsetTemplate]","[IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcComplexPropertyTemplate @HasPropertyTemplates S[0:?], IfcPropertySetTemplate @HasPropertyTemplates S[0:?]]","[IfcRoot, IfcPropertyDefinition, IfcPropertyTemplateDefinition, IfcPropertyTemplate]","[]","[]"
